Dish ID,Predicted Ingredients,Precision,Recall,Ingredients num Predicted
dish_1561578623,"[""Based on what's visible in the image:"", 'Boiled or steamed cauliflower florets', 'What appears to be a bruschetta or crostini with pesto and possibly tomato', 'Roasted or sautéed potato chunks', 'The image quality and lighting make it difficult to be more specific about exact varieties of these ingredients.']",,,
dish_1561578676,"['From what is visible on the white plate:', 'Button mushrooms (appears sautéed)', 'Cauliflower (appears boiled or steamed)', 'What appears to be broccoli florets mixed with salmon or similar pink protein', 'The image quality and lighting make it challenging to be more specific about exact varieties of these ingredients.']",,,
dish_1561578800,"[' Arugula (appears to be wild/baby arugula)', ' Pizza/flatbread base (appears to be thin crust)', ' Mozzarella cheese (melted)', ' Tomato sauce (visible under cheese)', 'Note: The image quality and angle make it difficult to identify any additional toppings or ingredients that might be present on the pizza portion.']",,,
dish_1561578839,"['Frisée lettuce', 'Black olives', 'Cherry tomatoes', 'Broccoli florets', 'Baked salmon fillet with melted cheese (appears to be mozzarella) topping']",,,
dish_1561578865,"[' Penne pasta', ' Cherry tomatoes', ' Broccoli florets', ' Mixed green lettuce', ' Black olives', ' Cheese-baked lasagna or baked ziti portion with melted cheese (appears to be mozzarella)', ' Asparagus spears']",,,
dish_1561579673,"['Roasted/sautéed eggplant cubes', 'Boiled potato pieces', 'What appears to be poached or baked chicken breast', 'Cauliflower florets', 'Green herb garnish (appears to be parsley)']",,,
dish_1561579706,"['Eggplant (cubed and roasted)', 'Potatoes (appears to be yellow/white variety)', 'Cauliflower (white variety)', 'Chicken breast (appears grilled)', 'Herbs (visible on chicken, appears to be parsley or similar fresh herbs)']",,,
dish_1561579824,"['From what is visible on this white square plate:', 'Beef tenderloin (appears to be cooked medium/medium-rare)', 'Fresh microgreens (appears to be a single sprig)']",,,
dish_1561579845,"['From what is visible on the white plate:', 'Beef tenderloin (appears to be medium-rare)', 'Fresh microgreens/sprouts', 'Horseradish cream sauce', 'Red onion garnish', 'What appears to be a crostini or toasted bread element']",,,
dish_1561579867,"['Kalamata olives', 'Cooked tuna steak', 'Microgreens/sprouts', 'Grilled or seared flatbread (appears to be pita or similar)']",,,
dish_1561579902,"['Mixed salad greens (appears to include frisée and possibly radicchio)', 'Kalamata olives', 'Grilled or seared tuna (appears medium-rare)', 'White cheese (possibly feta or halloumi)', 'Microgreens as garnish']",,,
dish_1561579933,"['Mixed baby lettuce greens (appears to include frisée and red leaf varieties)', 'Kalamata olives', 'Microgreens/sprouts (appears to be radish or alfalfa)', 'Some form of meat/protein portion (appears to be a cooked meat preparation)', 'White sauce or dressing (appears creamy in texture)', 'What appears to be grilled or cooked poultry (visible on the right side)', 'The image quality makes it challenging to be completely precise about some ingredients, but these are the clearly identifiable components on the white plate.']",,,
dish_1561580370,"['From what is visible in the image:', 'Penne pasta', 'Ground meat (appears to be beef)', 'Brussels sprouts', 'Breadcrumbs (appears to be toasted)', 'Green leafy ingredient (possibly arugula or similar salad green)', 'Olive oil (visible as sheen)', 'The image quality and angle make it challenging to identify any additional specific ingredients or seasonings with absolute certainty.']",,,
dish_1561580406,"['From what is visible in the image:', 'Penne pasta', 'Green leaf lettuce', 'Parmesan cheese shavings', 'Ground black pepper', 'What appears to be seasoned ground meat (likely beef)', 'Crumbled cheese (appears to be a white variety, possibly feta or ricotta)', 'The image quality and angle make it challenging to definitively identify some components, but these are the clearly visible ingredients on the white square plate.']",,,
dish_1561580431,"['From what is visible on the plate:', ' Cauliflower', ' Green bell peppers', ' French fries (potato)', ' Ground meat (appears to be beef)', ' White sauce (appears to be cream-based)', '6. Parsley (chopped garnish)', '7. Black pepper', '8. Breadcrumbs or crushed nuts (visible as topping)', 'The image quality and angle make it challenging to be more specific about exact varieties or additional ingredients that might be present but less visible in the composition.']",,,
dish_1561580628,"['Mixed Baby Lettuce (Red and Green varieties)', 'Cauliflower (appears lightly cooked)', 'Macadamia Nuts (crushed)']",,,
dish_1561580659,"['Beef tenderloin (appears medium-rare)', 'Mixed salad greens (appears to include spring mix)', 'Cauliflower florets', 'Crushed macadamia nuts or similar light-colored nuts', 'Green bell peppers', 'Soy sauce or similar dark sauce (visible glaze/drizzle)']",,,
dish_1561654326,"['Mixed baby lettuce leaves (appears to include red leaf and green leaf varieties)', 'Cherry tomatoes', 'Mesclun mix (includes purple and green leafy varieties)']",,,
dish_1561654346,"['Mixed baby lettuce leaves (appears to include red leaf and butter lettuce varieties)', 'Brussels sprouts (roasted/charred)', 'Cherry tomatoes (red variety)', 'Red onion (visible small pieces)']",,,
dish_1561654374,"['Scrambled eggs', 'Mixed baby lettuce leaves (appears to include red leaf lettuce)', 'Roasted Brussels sprouts', 'Cherry tomato']",,,
dish_1561654392,"['Scrambled eggs', 'Mixed salad greens (appears to include baby spinach and red leaf lettuce)', 'Bacon strips, appears to be thick-cut', 'Cherry tomatoes', 'Red onion (visible in salad mix)']",,,
dish_1561661377,"['Green string beans', 'Caesar salad with romaine lettuce', 'Breaded chicken breast (appears to be panko crusted)', 'Fresh sage leaf (garnish)', 'Almonds', 'Parmesan cheese (visible on salad)', 'Caesar dressing']",,,
dish_1561661449,"['Portobello mushroom (appears to be grilled/roasted, cut into pieces)', ""That's the only clearly identifiable ingredient I can see on this white plate.""]",,,
dish_1561661479,"[' Portobello mushroom slices (grilled/cooked)', ' Persian or English cucumber (fresh, sliced into half-moons)']",,,
dish_1561661500,"[' White rice', ' Zucchini (sliced)', ' Grilled portobello mushrooms (or similar dark mushroom variety)']",,,
dish_1561661552,"['White jasmine rice', 'Broccoli florets', 'Zucchini rounds', 'Shiitake mushrooms']",,,
dish_1561661806,"['Ingredients visible on plate:', 'Cauliflower florets', 'Char siu pork (Chinese BBQ pork)', 'Green scallions/spring onions', 'Chinese mushrooms (appears to be shiitake)']",,,
dish_1561661850,"['Ingredients visible on the plate:', 'Mozzarella cheese', 'Tomato sauce', 'Pizza dough (appears to be traditional white flour crust)', 'Sautéed button mushrooms', 'White rice (appears to be long-grain)', 'Fresh parsley (as garnish)']",,,
dish_1561662022,"[' Baby spinach leaves', ' Shredded carrots', ' Cherry tomatoes', ' Green beans (appears to be French haricots verts)']",,,
dish_1561662054,"['Baby spinach leaves', 'Shredded carrots', 'White rice', 'Shiitake mushrooms (appears to be)', 'Green beans', 'Cherry tomato', 'Chives (garnish)']",,,
dish_1561662160,"['From what is visible on the plate:', 'Red leaf lettuce', 'Tomatoes', 'Mixed salad greens (appears to include dark leafy varieties)', 'Crumbled cheese (appears to be feta)', 'The image is slightly blurry which makes it difficult to identify other potential ingredients with complete certainty.']",,,
dish_1561662190,"['Mixed lettuce leaves (appears to include red leaf lettuce)', 'Red chili peppers (appears to be fresh, diced)', 'White rice (appears to be cooked)', 'Celery stalks', 'Darker cooked meat (appears to be beef or duck, but image quality makes precise identification difficult)']",,,
dish_1561662216,"['Mixed leaf lettuce (appears to include red leaf varieties)', 'Brown rice', 'Grilled or roasted dark meat (appears to be chicken or duck, charred)', 'Cherry tomatoes', 'Mixed greens (possibly including frisée or endive)']",,,
dish_1561662458,"['Baby spinach leaves', 'Cherry tomatoes', 'Corn on the cob (cross-sectional cuts)']",,,
dish_1561662501,"['Sweet corn on the cob, cross-cut', 'Romaine lettuce leaves', 'Cherry tomatoes', 'Cubed tofu (appears to be firm variety)']",,,
dish_1561662532,"['Sweet corn on the cob (cross-sections)', 'Green beans (appears to be French-style)', 'Zucchini (sliced)', 'Baby spinach leaves', 'Baby carrots', 'White meat (appears to be chicken or tofu, difficult to determine definitively from image quality)']",,,
dish_1561662562,"['Portobello mushrooms', 'Baby spinach leaves', 'Yellow bell peppers (cross-sectioned)', 'Cherry tomatoes', 'Tofu cubes', 'Green beans', 'Olive oil (visible on mushrooms)']",,,
dish_1561662814,"['From what is visible on the white plate:', 'Swiss chard leaves', 'Carrot (appears to be a small piece)', 'Chopped nuts (appears to be crushed peanuts or chopped almonds)', 'Note: The image quality and partially consumed state of the dish makes it challenging to identify all ingredients with complete certainty.']",,,
dish_1561662842,"['From what is visible on the plate:', ' Octopus tentacle (appears to be battered/fried)', ' Mixed salad greens/microgreens', ' Cherry tomato', ' Sesame seeds (appear to be toasted)', 'The dish is served on a square white plate.']",,,
dish_1561662869,"['Soft-shell crab (appears to be tempura battered)', 'Mixed salad greens', 'Cherry tomato', 'Corn wheel/cross-section', 'Sesame seeds (visible on greens)', 'Carrot (appears to be julienned in salad)']",,,
dish_1561662926,"['Mixed salad greens (appears to include red leaf lettuce)', 'Corn (appears to be a small corn cob section)', 'Cherry tomatoes', 'Sesame seeds', 'White meat (appears to be chicken with a sesame crust)', 'Raw carrot pieces', 'The lighting and image quality make it challenging to identify all ingredients with complete certainty, but these are the clearly visible components on the white plate.']",,,
dish_1561662948,"['Chicken breast (appears to be herb-crusted)', 'Green beans (French style)', 'Mixed salad greens (appears to include red leaf lettuce)', 'Cherry tomatoes', 'Corn on the cob (partial piece)', 'Black pepper (visible on chicken coating)', 'Breadcrumbs (visible on chicken coating)']",,,
dish_1561663068,"['Pizza portion:', 'Pizza dough', 'Mozzarella cheese', 'Bacon bits/chopped bacon', 'Tomato sauce', 'Cherry tomatoes', 'Salad portion:', 'Baby spinach leaves', 'Shredded carrots', 'Cherry tomatoes', 'Cucumber slices', 'All served on a white ceramic plate.']",,,
dish_1561663580,"['From what is visible on the plate:', 'Breaded chicken pieces (appears to be a cornflake or similar crispy coating)', 'Breadcrumbs (appears to be panko-style)', 'White meat chicken', 'Remnants of mayonnaise or similar white sauce coating', 'Note: The image shows what appears to be partially eaten breaded chicken pieces, making it somewhat difficult to identify all components with absolute certainty.']",,,
dish_1561663606,"['Coconut-breaded fish (appears to be a white fish fillet)', 'Yellow cherry tomatoes, sliced crosswise', 'Breadcrumb coating (appears to be panko-style)']",,,
dish_1561663817,"['Mixed Baby Lettuce (includes red leaf and green varieties)', 'Red Bell Pepper', 'Celery Stalk', 'Yellow Corn (cross-section)']",,,
dish_1561663855,"['Chicken drumstick', 'Mixed salad greens (appears to include red leaf lettuce)', 'Red bell pepper strips', 'Celery stalks', 'Yellow corn on the cob (small cross-section)']",,,
dish_1561663891,"['Mixed salad greens (appears to include red leaf lettuce and romaine)', 'Celery stalk', 'Red bell pepper strips', 'Roasted or grilled chicken leg quarter', 'Sliced roasted turkey or chicken breast', 'Yellow corn on the cob section', 'Cherry tomatoes']",,,
dish_1561663914,"['Chicken drumstick', 'Sliced pork tenderloin', 'Green beans (haricots verts)', 'Mixed salad greens (appears to include red leaf lettuce)', 'Yellow corn on the cob (cross-section)', 'Celery stalks', 'Red bell pepper pieces']",,,
dish_1561663990,"['From what is visible on the white plate, I can only identify with certainty:', 'Chicken (appears to be a partially eaten piece of cooked chicken breast)', 'Herbs (appears to be parsley or similar green herb flecks)', 'The lighting and partially consumed state of the food makes it difficult to identify any other ingredients with precision.']",,,
dish_1561664013,"['Visible ingredients:', 'Pork loin (appears grilled or roasted)', 'Herb flecks (possibly thyme or rosemary)', 'What appears to be a baked or roasted potato dish on the right side', 'The lighting and image quality make it difficult to identify additional specific ingredients or seasonings with certainty.']",,,
dish_1561664042,"['Persian/English cucumber slices', 'Grilled/roasted pork tenderloin', 'Baked chicken breast (appears to be seasoned with herbs)']",,,
dish_1561664061,"['String beans (French green beans/Haricots verts)', 'Zucchini chunks (appears to be yellow/light green variety)', 'White fish fillet (appears to be a flaky white fish, possibly cod or halibut)']",,,
dish_1561665024,"['Baby spinach leaves', 'French green beans (haricots verts)', 'Mandarin orange segments']",,,
dish_1561665065,"['Romaine lettuce', 'Green beans', 'Mandarin orange segments', 'What appears to be chicken (appears breaded/seasoned)', 'Side of creamy sauce/spread (appears to be mayonnaise-based)', 'Mixed greens/leafy salad greens', 'The lighting and image quality make it challenging to identify more specific varieties or additional ingredients with complete certainty.']",,,
dish_1561665422,"[' Yellow baby corn, cross-sectioned', ' Green lettuce leaf (appears to be iceberg variety)', ' White fish fillet (appears to be battered/breaded)', ' Parsley sprig (garnish)']",,,
dish_1561665452,"['Mixed salad greens (appears to include frisée and red leaf lettuce)', 'Yellow bell pepper strips', 'White fish fillet (appears breaded/fried)', 'Black pepper', 'Fresh herbs (appears to be cilantro)', 'The image quality and angle make it difficult to identify all ingredients with complete certainty, but these are the clearly visible components on the white plate.']",,,
dish_1561665747,"['Chickpeas (Garbanzo beans)', 'Corn on the cob, yellow variety', 'Leafy green watercress', 'Green beans', 'What appears to be a stuffed pastry or wrapped meat dish', 'Red pepper pieces (visible in chickpea mixture)', 'Cherry tomatoes (visible in chickpea mixture)']",,,
dish_1561666821,"['Romaine lettuce', 'Spinach leaves', 'Shredded carrots', 'English cucumber slices', 'Pizza slice with what appears to be mozzarella cheese and tomato sauce', 'Mixed salad greens (appears to include butter lettuce)']",,,
dish_1561666849,"['Romaine lettuce', 'Baby spinach leaves', 'Mandarin orange segments', 'Shredded carrots', 'Grilled/baked salmon fillet', 'Butter lettuce', 'Mixed salad greens']",,,
dish_1561666875,"['Ingredients visible on the plate:', 'Romaine lettuce', 'Baby spinach leaves', 'Raw carrot (julienned garnish)', 'Corn on the cob (yellow corn, cross-section)', 'Grilled/roasted chicken (appears to be a leg piece)', 'White pizza slice or flatbread with melted cheese', 'Iceberg lettuce leaves']",,,
dish_1561666897,"['Butterhead lettuce', 'Baby spinach leaves', 'Corn on the cob (cross-section)', 'Grilled or roasted chicken pieces', 'Raw carrots (julienned)', 'What appears to be melted cheese (possibly mozzarella) on a portion of the chicken', 'Iceberg lettuce', 'Hard-boiled egg (partial)']",,,
dish_1561666923,"['Iceberg lettuce', 'Baby spinach leaves', 'Green beans', 'Yellow corn on the cob (cross-section)', 'Grilled or roasted chicken pieces', 'Pizza slice with melted cheese (appears to be mozzarella)', 'Shredded carrots (as garnish)']",,,
dish_1561667207,"['From what is visible in the image:', 'White rice (appears to be medium or long-grain)', 'Sliced roasted or braised beef (appears to be dark brown in color)', 'The image shows a simple presentation on a white square plate.']",,,
dish_1561667238,"['Sliced roasted meat (appears to be beef)', 'White rice', 'Romaine lettuce', 'Croutons', 'Parmesan cheese shavings', 'Caesar dressing (visible coating on lettuce)']",,,
dish_1561667430,"['From what is visible on the white plate:', 'Sautéed King Oyster Mushrooms (Pleurotus eryngii)', 'Fresh shaved Parmesan cheese', 'The image shows these items on a square white porcelain plate.']",,,
dish_1561737248,"[""Lil' Smokies cocktail sausages"", 'Steamed broccoli florets', 'Rice (appears to be seasoned)', 'Mashed potatoes']",,,
dish_1561737271,"['Little red potatoes', 'Fresh mango cubes', 'Steamed broccoli florets', 'Sauerkraut or shredded cabbage (appears to be fermented)', 'Chopped hard-boiled egg whites']",,,
dish_1561737293,"['Red potatoes', 'Fresh broccoli florets', 'Diced cantaloupe', 'Sliced carrots', 'Wild and white rice blend']",,,
dish_1561739238,"['Fresh mozzarella chunks', 'Sauerkraut', 'Sweet potato cubes', 'Fresh blackberries', 'Fresh raspberries', 'Dark olives']",,,
dish_1561739265,"['White rice', 'Broccoli florets', 'Sweet potato chunks', 'Fresh raspberries', 'Fresh blackberries', 'Fresh blueberries', 'White cheese cubes (appears to be mozzarella or similar fresh white cheese)']",,,
dish_1561739649,"['Steamed broccoli florets', 'Mixed salad greens (appears to include red leaf lettuce)', 'Sweet potato cubes (roasted)', 'Cherry tomatoes', 'Bay leaf (appears to be fresh)']",,,
dish_1561739719,"['Broccoli florets', 'Mixed berries (blackberries, raspberries)', 'Sweet potatoes (cubed)', 'Mixed salad greens', 'Strawberries', 'Red pepper strips', 'Blueberries']",,,
dish_1561739760,"['Cantaloupe', 'Strawberries', 'Blueberries', 'Honeydew melon', 'Mixed lettuce greens', 'Broccoli florets', 'Sweet potato (appears to be roasted)', 'Cherry tomatoes']",,,
dish_1561739805,"['Ingredients visible on plate:', 'Scrambled eggs', 'Cantaloupe', 'Honeydew melon', 'Watermelon', 'Blueberries', 'Blackberries', 'Strawberries', 'Mixed salad greens', 'Broccoli', 'Sweet potatoes (appears to be roasted)']",,,
dish_1561740321,"['Baby spinach leaves', 'Shredded carrots (julienned)', 'Sesame seeds']",,,
dish_1561740353,"['Fresh spinach leaves', 'Roma tomato segments']",,,
dish_1561740385,"['Roma tomatoes, sliced', 'Fresh broccoli florets', 'Boston bibb lettuce leaves']",,,
dish_1561740411,"['Scrambled eggs', 'Tomatoes (appears to be fresh-cut)', 'Spinach leaves (raw)', 'Kale (dark green, appears to be steamed or cooked)']",,,
dish_1561746876,"['From what is visible on the white square plate:', ' Salmon fillet (appears to be a crispy-skinned portion)', ""That's all that can be definitively identified in this image.""]",,,
dish_1561746912,"['From what is visible in the image:', ' Couscous (appears to be regular brown/golden couscous)', ' Salmon (appears to be a fillet portion, charred/grilled)', ' Brussels sprouts (roasted/charred)', ' Green pepper (appears to be diced)', 'The lighting and image quality make it challenging to be more specific about exact varieties of these ingredients.']",,,
dish_1561746970,"['Salmon fillet (appears pan-seared)', 'Israeli (pearl) couscous', 'Brussels sprouts', 'Mixed salad greens (appears to include butter lettuce)', 'Red bell peppers', 'Cucumber slices']",,,
dish_1561747075,"['From what is visible on the plate, I can identify:', 'Chicken breast (appears to be breaded/battered)', 'Red tomato-based sauce', 'Breadcrumbs/breading coating', 'The image is somewhat blurry and the dish appears to be partially eaten, which makes it difficult to identify any additional ingredients with certainty.']",,,
dish_1561748274,"['From what is visible on the white square plate:', 'Chicken (appears to be breaded and fried)', 'Flour/breadcrumb coating', 'Oil (evident from frying)', 'The image shows what appears to be a fried chicken piece with a golden-brown crust, but the quality and lighting of the image makes it difficult to identify any specific seasonings or additional ingredients in the breading with absolute certainty.']",,,
dish_1561748862,"[""From what's visible on this small portion/triangle on the white plate, I can identify:"", 'Almond slivers', 'Honey (appears to be a glaze)', 'Possible phyllo/filo dough base', 'Perhaps crushed pistachios', ""Note: The image quality and single piece makes it challenging to be completely certain of all ingredients. This appears to be a piece of baklava or similar Middle Eastern/Mediterranean pastry, but I'm listing only what I can visibly confirm.""]",,,
dish_1561748950,"[' Honeycrisp or Golden Delicious apple (cubed)', ' What appears to be a savory pastry/scone with visible herbs and possibly cheese (the brown triangular piece)', 'Due to the image quality and angle, I cannot definitively identify more specific ingredients in the pastry portion with complete certainty.']",,,
dish_1561749016,"['Grilled/baked salmon fillet', 'Honeydew melon chunks', 'Mixed salad greens (appears to include spring mix varieties)', 'Shredded cheese (appears to be yellow variety, possibly cheddar)']",,,
dish_1561749061,"['Mixed salad greens (appears to include baby spinach and mixed lettuce varieties)', 'Bean sprouts', 'Pineapple chunks', 'Grilled chicken (appears to be seasoned)', 'Red chili pepper', 'Mushrooms (appears to be button variety)', 'Broccoli florets', 'Shredded cheese (appears to be yellow variety, possibly cheddar)']",,,
dish_1561749348,"['Salmon fillet (appears to be pan-seared)', 'Sesame seeds', 'Green onion/scallion', 'What appears to be minced garlic']",,,
dish_1561749392,"['Black sea bass fillet (appears to be pan-seared)', 'Sweet potato mash (appears orange in color)', 'Bell pepper (green variety)', 'Chopped garlic', 'Sliced almonds']",,,
dish_1561749664,"['From what is visible on the white plate:', 'Salmon fillet (appears to be pan-seared)', 'Small specks of red chili', 'Green herb fragments (possibly parsley or cilantro)']",,,
dish_1561749711,"['Cherry tomatoes (possibly Campari variety)', 'Salmon fillet (appears pan-seared, with skin on)']",,,
dish_1561749750,"['Atlantic Salmon (appears to be two portions)', 'Cherry tomatoes', 'Broccoli florets', 'Red onion (sliced)']",,,
dish_1561749778,"['Atlantic salmon fillet, pan-seared', 'Broccoli florets', 'Cherry tomatoes', 'Red radishes, sliced', 'Red onion, sliced']",,,
dish_1561749818,"['Ingredients visible on plate:', 'Salmon (appears to be 2 varieties one regular, one blackened)', 'Broccoli florets', 'Cherry tomatoes', 'Cucumber slices', 'Red radish slices', 'Red onion rings', 'Olives (appears to be Kalamata variety)']",,,
dish_1561749857,"['Salmon fillet', 'Brussels sprouts', 'Broccoli florets', 'English cucumber, sliced', 'Red radishes, sliced', 'Cherry or grape tomatoes', 'Red onion, sliced', 'What appears to be eggplant or portobello mushroom']",,,
dish_1561749908,"['Here are the visible ingredients on the plate:', 'Salmon fillet', 'Broccoli florets', 'Cherry tomatoes', 'Cucumber slices', 'Radish slices', 'Brussels sprouts', 'Bell peppers (orange and red varieties)']",,,
dish_1561751897,"['Salmon (appears to be two different preparations/cuts)', 'Wild arugula/rocket leaves', 'Brown/wild rice grains', 'Black sesame seeds (visible as garnish)']",,,
dish_1561751958,"['Ingredients visible on the plate:', 'Salmon (appears to be pan-seared)', 'Wild rice', 'Yellow squash', 'Zucchini', 'Red bell pepper (small pieces)', 'Arugula leaves', 'White ceramic square plate']",,,
dish_1561752035,"['From what is visible in the image:', 'Brown/wild rice blend', 'Arugula leaves', 'Yellow summer squash', 'Green zucchini', 'Lentils (appears to be brown lentils)', 'What appears to be salmon', 'Red bell pepper (small pieces visible)', 'Possible pine nuts or chopped almonds (scattered)', 'The image is slightly blurry, so some of the smaller ingredients or garnishes may not be fully identifiable.']",,,
dish_1561752449,"['From what is visible on the white plate:', 'Breaded/battered chicken (appears to be a fried cutlet)', 'Chopped parsley (visible in the breading)', 'Light-colored sauce residue (appears to be mayonnaise-based)', 'Due to the image quality and single angle, other ingredients in the breading mixture may be present but cannot be definitively identified.']",,,
dish_1561752481,"['White-fleshed potato wedges (likely Russet or similar variety)', 'Breaded meat cutlet (appears to be chicken or pork)', 'Traces of reddish sauce (possibly a spicy mayonnaise or aioli)']",,,
dish_1561752509,"[' Boiled/steamed yellow potatoes (appear to be waxy variety)', ' Roasted/browned carrots', ' Pan-fried breaded meat cutlet (appears to be chicken or pork schnitzel type preparation)', ' Fresh parsley (visible garnish on the cutlet)', 'Note: Image quality makes exact variety identification challenging, but these are the clearly identifiable ingredients present on the white plate.']",,,
dish_1561752535,"['Breaded chicken cutlet', 'Boiled or steamed yellow potatoes', 'Roasted sweet potatoes', 'Shredded iceberg lettuce', 'Mayonnaise (visible in salad)']",,,
dish_1561752563,"['Ingredients visible:', 'Boiled or steamed yellow potatoes', 'Roasted sweet potatoes', 'Pan-fried salmon fillet', 'Mixed green salad (appears to contain):', 'Baby spinach leaves', 'Cucumber slices', 'Red leaf lettuce', 'Side salad (appears to contain):', 'Shredded cabbage', 'Diced cucumber']",,,
dish_1561752970,"['From what is visible on the white plate, this appears to be a potato latke/potato pancake with these identifiable ingredients:', 'Russet potatoes (grated)', 'Yellow onions (grated)', 'Vegetable oil (evident from frying marks)', 'Salt (visible crystallization on surface)', 'Note: The browned, crispy edges suggest proper pan-frying technique typical of traditional latke preparation.']",,,
dish_1561752996,"['Based on the visible elements in this plate:', 'Lasagna pasta sheets', 'Ground meat (appears to be beef)', 'Tomato sauce', 'Melted cheese (appears to be mozzarella)', 'What appears to be a salmon patty or cake', 'Fresh herbs (possibly parsley or cilantro garnish)', 'Note the image quality makes it challenging to identify some specific cheese varieties or exact herb types with complete certainty, but these are the core ingredients visible in the dish.']",,,
dish_1561753021,"['Ingredients visible on the plate:', 'Romaine lettuce', 'Parmesan cheese shavings', 'Croutons', 'Caesar dressing', 'Breaded chicken parmesan', 'Marinara sauce', 'Mozzarella cheese (melted)', 'Garlic bread roll']",,,
dish_1561753075,"['Ingredients visible on the plate:', 'Romaine lettuce', 'Parmesan cheese shavings', 'Yellow mango chunks', 'Breaded chicken cutlet (appears to be panko-crusted)', 'Tomato-based sauce (likely marinara)', 'Melted mozzarella cheese', 'Cucumber slices']",,,
dish_1561753168,"['From what is visible on the white plate:', 'Salmon (appears to be a cooked fillet portion)', 'Fresh dill sprig', 'Note: The image is somewhat blurry, which makes detailed identification of any additional ingredients or seasonings difficult to determine with certainty.']",,,
dish_1561753203,"['From what is visible in this slightly blurry image:', 'Salmon fillet (appears to be cooked)', 'Yellow squash (cut into chunks)', 'Zucchini (cut into chunks)', 'Herbs (appears to be parsley or similar green herb garnish)', 'Note: The image quality makes it difficult to identify any specific seasonings or marinades that might be present on the salmon.']",,,
dish_1561753238,"['Atlantic salmon (appears to be grilled)', 'Cherry tomatoes', 'Mixed salad greens (appears to include green leaf lettuce)', 'Yellow squash or zucchini, cubed', 'Shredded parmesan cheese', 'Pine nuts (visible on salad)', 'Fresh herbs (appears to be on salmon, possibly dill or parsley)']",,,
dish_1561753275,"['Here are the visible ingredients:', 'Salmon (appears to be grilled or pan-seared)', 'Baby spinach leaves', 'Cherry tomatoes', 'Fresh pineapple chunks', 'Yellow squash or zucchini slices', 'Shredded parmesan cheese', 'Fresh herbs (appears to be parsley or cilantro garnish)']",,,
dish_1561753371,"['From what is visible in this somewhat blurry image, I can identify:', 'Shredded chicken meat', 'Cilantro leaves', 'The image quality and the small amount of food remaining on the white plate makes it difficult to identify any other specific ingredients with certainty.']",,,
dish_1561753400,"['From what is visible on the white plate:', ' Nori (dried seaweed wrapper)', ' Shredded chicken (appears to be pulled or torn)', ' What appears to be spicy sauce/marinade with an orange-reddish hue (possibly Buffalo or similar hot sauce)', 'Note: The image is slightly blurry, which makes precise identification of some ingredients challenging.']",,,
dish_1561753432,"['From what is visible on the white plate:', ' Atlantic salmon (appears to have a dark glazed/seasoned top)', ' Roasted potato chunks', ' Bell pepper (appears to be green)', ' What appears to be pulled or shredded meat (possibly chicken or pork)', 'Note: The image quality and lighting make it challenging to identify some components with absolute certainty, but these are the distinguishable ingredients visible on the plate.']",,,
dish_1561753477,"['From what is visible on the plate:', 'Salmon (appears to be cooked fillet)', 'Mixed green lettuce leaves', 'Bean sprouts', 'Sweet potato or butternut squash chunks', 'What appears to be kimchi (fermented cabbage)', 'The portions appear to be partially eaten or deconstructed on the plate.']",,,
dish_1561753589,"['Pan-seared fish fillet (appears to be salmon or trout, but quality of image makes exact variety unclear)', 'Single arugula leaf or watercress leaf']",,,
dish_1561753623,"[' Grilled/seared salmon fillet', ' Cucumber slices (appears to be English or European variety)', ' Lemon wedge']",,,
dish_1561753649,"['Grilled or pan-seared salmon fillet', 'Fresh zucchini, sliced', 'Yellow squash, sliced', 'Note: The image quality makes it challenging to be more specific about the exact variety of salmon or summer squash used in this dish.']",,,
dish_1562007763,"['Romaine lettuce', 'Parmesan cheese (visible on salad)', 'Caesar dressing', 'Croutons', 'Chicken breast', 'Fresh parsley (garnish)', 'Breadcrumbs or seasoned coating on chicken', 'Black pepper (visible specks)', 'These ingredients appear to compose a Caesar salad and breaded chicken dish served on a white square plate.']",,,
dish_1562007789,"['Roasted Brussels sprouts', 'Romaine lettuce', 'Parmesan cheese (visible on salad)', 'Creamy white dressing (appears to be Caesar)', 'Chicken breast', 'Fresh parsley (garnish)', 'Breadcrumbs or parmesan crust (on chicken)']",,,
dish_1562007817,"['Romaine lettuce', 'Parmesan cheese (visible on salad)', 'Caesar dressing', 'Jalapeños (appears pickled)', 'Mushrooms (appears to be sautéed)', 'Chicken (appears grilled/seasoned)', 'Sesame seeds (visible garnish)', 'Fresh parsley garnish']",,,
dish_1562007842,"['Caesar salad components:', 'Romaine lettuce', 'Parmesan cheese', 'Caesar dressing', 'Croutons', 'Main components:', 'Chicken breast (appears grilled)', 'Sautéed mushrooms (likely button or cremini)', 'Yellow saffron rice', 'Broccoli', 'Fresh parsley (as garnish)', 'Sesame seeds (visible garnish on chicken)']",,,
dish_1562007866,"['Ingredients visible on plate:', 'Caesar salad with romaine lettuce', 'Cherry tomatoes', 'Yellow saffron rice or turmeric rice', 'Broccoli florets', 'Sautéed mushrooms (appears to be button or cremini)', 'Grilled or baked chicken breast with seasoned crust', 'Caesar dressing', 'Parmesan cheese (visible on salad)']",,,
dish_1562007904,"['Caesar salad with romaine lettuce', 'Cherry tomatoes', 'Black olives', 'Sautéed mushrooms', 'Yellow saffron rice', 'Grilled chicken breast with sesame seeds', 'Broccoli florets', 'Parmesan cheese shavings (visible on salad)', 'Creamy Caesar dressing']",,,
